"nid","Sequence","Judge.Name","Type","Other.Federal.Judicial.Service","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25"
1393706,1,"Urbanski, Michael Francis","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Virginia, 2004-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389046,1,"Urbina, Ricardo M.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1981-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389071,1,"Van Devanter, Willis","Territorial Courts","Chief Justice, Supreme Court of Wyoming Territory, 1889-1890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389096,1,"Van Oosterhout, Martin Donald","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1972-1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389066,1,"VanBebber, G[eorge] Thomas","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Kansas, 1982-1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12880456,1,"Vélez-Rivé, Camille Lizette","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Puerto Rico, 2004-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389181,1,"Vinson, Clyde Roger","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2006-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389186,1,"Vinson, Frederick Moore","Emergency Court of Appeals","Judge, Emergency Court of Appeals, 1942-1943; chief judge, 1942-1943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389191,1,"Vogel, Charles Joseph","Referee in Bankruptcy","Referee in Bankruptcy, District of North Dakota, 1924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7223871,1,"Volk, Frank William","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Southern District of West Virginia, 2015-2019; chief bankruptcy judge, 2015-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389201,1,"von der Heydt, James Arnold","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Alaska Territory, 1951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7545456,1,"Vyskocil, Mary Kay","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Southern District of New York, 2016-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389231,1,"Waddy, Joseph Cornelius","District of Columbia Courts","Judge, Domestic Relations Branch, District of Columbia Court of General Sessions, 1962-1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393476,1,"Waite, Byron Sylvester","Board of General Appraisers","Member, Board of General Appraisers. Nominated by Theodore Roosevelt on June 13, 1902, to a seat vacated by Charles H. Ham. Confirmed by the Senate on June 19, 1902, and received commission on June 25, 1902. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389326,1,"Walsh, Leonard Patrick","District of Columbia Courts","Chief Judge, Municipal Court of the District of Columbia, 1953-1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391301,1,"Walton, Reggie B.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1981-1989, 1991-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391301,2,"Walton, Reggie B.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2007-2014; presiding judge, 2013-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12281596,1,"Wang, Nina Nin-Yuen","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Colorado, 2015-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389401,1,"Warren, Robert Willis","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1989-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389526,1,"Weigel, Stanley Alexander","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1980-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389536,1,"Weiner, Charles R.","Special Railroad Court","Judge, Special Railroad Court, 1982-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393406,1,"Weller, George Emery","Board of General Appraisers","Member, Board of General Appraisers. Nominated by Woodrow Wilson on December 3, 1918, to a seat vacated by Samuel B. Cooper. Confirmed by the Senate on January 3, 1919, and received commission on January 6, 1919. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389596,1,"Welsh, Martin Ignatius","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Northern District of California, 1914-1919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393201,1,"Whaley, Richard Smith","Court of Claims","Trial Judge, Court of Claims, 1925-1930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392451,1,"Whitney, Frank DeArmon","Military Courts","Military Judge, U.S. Army, Kuwait, Iraq, and Afghanistan, 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389726,1,"Wicker, Veronica DiCarlo","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Louisiana, 1977-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389731,1,"Widener, Hiram Emory, Jr.","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Western District of Virginia, 1963-1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4733051,1,"Wier, Robert Earl","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Kentucky, 2006-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392411,1,"Wigenton, Susan Davis","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S District Court for the District of New Jersey, 2000-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389756,1,"Wilken, Claudia Ann","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Northern District of California, 1983-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389781,1,"Wilkins, Ross","Territorial Courts","Judge, U.S. District Court for the District of Michigan Territory, 1832-1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389806,1,"Willard, Charles Andrew","Territorial Courts","Associate Justice, Supreme Court of the Philippine Islands, 1901-1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5197991,1,"Williams, Charles Joseph","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Iowa, 2016-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389836,1,"Williams, Glen Morgan","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Western District of Virginia, 1963-1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389836,2,"Williams, Glen Morgan","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Western District of Virginia, 1968-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10929796,1,"Williams, Karen McGlashan","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2009-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390986,1,"Wilson, Charles R.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 1990-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389906,1,"Wilson, Samuel Grayson","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Western District of Virginia, 1976-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389966,1,"Winter, Ralph K., Jr.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2003-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1389971,1,"Wisdom, John Minor","Special Railroad Court","Judge, Special Railroad Court, 1975-1997; presiding judge, 1986-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391731,1,"Wolfson, Freda L.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 1986-2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390006,1,"Wolin, Alfred M.","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 1996-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392491,1,"Wood, Lisa Godbey","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2023-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390091,1,"Woods, George E.","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Eastern District of Michigan, 1981-1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390096,1,"Woods, Henry","Referee in Bankruptcy","Referee in Bankruptcy, Western District of Arkansas, 1946-1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391366,1,"Wooten, Terry L.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of South Carolina, 1999-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390161,1,"Wright, James Skelly","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1981-1987; chief judge, 1982-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390171,1,"Wright, Susan Webber","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2009-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393416,1,"Young, George Morley","Board of General Appraisers","Member, Board of General Appraisers. Nominated by Calvin Coolidge on May 19, 1924, to a seat vacated by Eugene G. Hay. Confirmed by the Senate on May 23, 1924, and received commission on May 24, 1924. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8943911,1,"Young, Roderick Charles","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2014-2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390251,1,"Zagel, James Block","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2008-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390261,1,"Zapata, Frank R.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 1994-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393791,1,"Zipps, Jennifer Guerin","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 2005-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390286,1,"Zirpoli, Alfonso Joseph","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1977-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
